Sales Month,Primary Platform (Original),Secondary Platform,Store Name,Brand Name,Product Code,Sales Amount,Sales Quantity,Primary Platform
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,扳倒井,3408868732397844153,281655.0,2845,Douyin
2021-04,抖音,抖音店铺,鸡公山粮液酒类专营店,鸡公山,3435188893710961630,112877.0,2829,Douyin
2021-04,抖音,抖音店铺,酒龙仓酒类专营店,白水杜康,3474158769276104300,419584.0,2816,Douyin
2021-04,抖音,抖音店铺,古井贡酒官方旗舰店,古井贡,3366533696822902689,605408.0,2800,Douyin
2021-04,抖音,抖音店铺,莲塘官方旗舰店,莲塘,3460493770230003352,217152.0,2784,Douyin
2021-04,抖音,抖音店铺,董酒酒类旗舰店,董酒,3455950686859185398,107984.0,2769,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,五粮液,3466544651052391689,493861.0,2759,Douyin
2021-04,抖音,抖音店铺,醇粱贵香淳酒类旗舰店,其他,3467314203939987991,492528.0,2744,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,扳倒井,3473060217380536441,271062.0,2738,Douyin
2021-04,抖音,抖音店铺,玖玖酒类专营店,白水杜康,3474286422087877312,182151.0,2735,Douyin
2021-04,抖音,抖音店铺,华贵名酒专营店,杜康,3471988378319340054,27008.0,2709,Douyin
2021-04,抖音,抖音店铺,香友酒业白酒专营店,五粮液,3457429755475959795,806104.0,2696,Douyin
2021-04,抖音,抖音店铺,三斤匠酒业食品专营店,其他,3459885774567264725,28016.0,2690,Douyin
2021-04,抖音,抖音店铺,金裕皖,金裕皖,3458042361718955794,26136.0,2640,Douyin
2021-04,抖音,抖音店铺,粮友酒类专营店,其他,3475838086615842930,493876.0,2627,Douyin
2021-04,抖音,抖音店铺,玖玖酒类专营店,汾杏,3475846049367721092,202722.0,2599,Douyin
2021-04,抖音,抖音店铺,中酿品致酒类专营店,其他,3456872781961106439,333056.0,2568,Douyin
2021-04,抖音,抖音店铺,华淳酒业白酒专营店,五粮液,3468231808804595284,50825.0,2554,Douyin
2021-04,抖音,抖音店铺,谷小酒酒类旗舰店,其他,3429647488217384492,380457.0,2553,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,汾酒,3472496466424107083,251859.0,2521,Douyin
2021-04,抖音,抖音店铺,合创合酒类专营店,其他,3475802915061533359,347898.0,2521,Douyin
2021-04,抖音,抖音店铺,国井酒类旗舰店,扳倒井,3477518709592051979,246609.0,2491,Douyin
2021-04,抖音,抖音店铺,汾酒官方旗舰店,汾酒,3462694593169080096,343482.0,2489,Douyin
2021-04,抖音,抖音店铺,金裕皖,金裕皖,3449080023045268899,99229.0,2467,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,茅台,3433533366287378984,441720.0,2454,Douyin
2021-04,抖音,抖音店铺,黑巨星酒水专营店,杜康,3476945118580322385,241065.0,2435,Douyin
2021-04,抖音,抖音店铺,食巴适酒类专营店,其他,3468745585727781258,237204.0,2396,Douyin
2021-04,抖音,抖音店铺,玖玖酒类专营店,五粮液,3474695165594190265,947226.0,2374,Douyin
2021-04,抖音,抖音店铺,粮友酒类专营店,其他,3472503185992724880,445748.0,2371,Douyin
2021-04,抖音,抖音店铺,购酒网卖场旗舰店,茅台,3469556368028104577,2573697.0,2365,Douyin
2021-04,抖音,抖音店铺,麦芽之路旗舰店,金六福,3469022428397717566,688678.0,2311,Douyin
2021-04,抖音,抖音店铺,久协酒类专营店,其他,3456170056583649969,45929.0,2308,Douyin
2021-04,抖音,抖音店铺,醉仙网酒类专营店,泸州老窖,3467835920093446287,228294.0,2306,Douyin
2021-04,抖音,抖音店铺,美狄丝华夏大地酒类专卖店,五粮液,3467467351870538625,70818.0,2301,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,酒鬼,3470265624029227603,682019.0,2281,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,其他,3457300721773503760,452327.0,2273,Douyin
2021-04,抖音,抖音店铺,江小白官方旗舰店,江小白,3474310785256263840,44824.0,2265,Douyin
2021-04,抖音,抖音店铺,歌德盈香卖场旗舰店,茅台,3472859395640197000,3140339.0,2251,Douyin
2021-04,抖音,抖音店铺,汾酒若梦专卖店,汾酒,3467105324815760253,290250.0,2250,Douyin
2021-04,抖音,抖音店铺,扳倒井酒类旗舰店,扳倒井,3437002093561529511,44556.0,2239,Douyin
2021-04,抖音,抖音店铺,泸州老窖官方旗舰店,瀘州老窖特别酿制,3453015175421137275,437800.0,2200,Douyin
2021-04,抖音,抖音店铺,酒醇酒水专营店,杜康,3462811106958007589,281736.0,2184,Douyin
2021-04,抖音,抖音店铺,梵鎏酒类专营店,杜康,3473455521967777265,21402.0,2163,Douyin
2021-04,抖音,抖音店铺,美狄丝华夏大地酒类专卖店,其他,3458409023177660642,45022.0,2163,Douyin
2021-04,抖音,抖音店铺,金裕皖官方旗舰店,金裕皖,3469844568923590880,42672.0,2144,Douyin
